基準日,町丁目名,秘匿区分,男女別,世帯数,総数,合算総数,０歳,１歳,２歳,３歳,４歳,５歳,６歳,７歳,８歳,９歳,１０歳,１１歳,１２歳,１３歳,１４歳,１５歳,１６歳,１７歳,１８歳,１９歳,２０歳,２１歳,２２歳,２３歳,２４歳,２５歳,２６歳,２７歳,２８歳,２９歳,３０歳,３１歳,３２歳,３３歳,３４歳,３５歳,３６歳,３７歳,３８歳,３９歳,４０歳,４１歳,４２歳,４３歳,４４歳,４５歳,４６歳,４７歳,４８歳,４９歳,５０歳,５１歳,５２歳,５３歳,５４歳,５５歳,５６歳,５７歳,５８歳,５９歳,６０歳,６１歳,６２歳,６３歳,６４歳,６５歳,６６歳,６７歳,６８歳,６９歳,７０歳,７１歳,７２歳,７３歳,７４歳,７５歳,７６歳,７７歳,７８歳,７９歳,８０歳,８１歳,８２歳,８３歳,８４歳,８５歳,８６歳,８７歳,８８歳,８９歳,９０歳,９１歳,９２歳,９３歳,９４歳,９５歳,９６歳,９７歳,９８歳,９９歳,１００歳以上,不明
2020/3/31,潮路１丁目,,計,842,"1,320",,3,3,9,1,5,5,4,7,7,10,9,11,10,9,11,11,11,11,15,12,21,24,10,15,11,6,10,14,7,8,9,9,12,9,15,5,13,13,9,13,13,12,10,23,25,25,28,25,34,21,27,29,13,27,14,24,12,21,18,14,17,14,17,15,13,16,18,20,22,32,23,24,30,17,23,18,20,17,23,14,8,17,10,10,16,8,9,8,6,3,4,6,5,1,3,,,1,,,,
2020/3/31,潮路２丁目,,計,651,"1,025",,,2,2,,2,3,3,1,8,5,7,3,4,6,4,2,10,2,3,7,7,5,10,4,8,10,7,7,7,8,8,9,8,9,3,4,6,8,10,9,8,7,11,14,14,11,16,20,12,20,17,8,14,16,17,14,13,9,15,14,14,16,10,14,17,21,20,14,22,17,29,19,18,23,11,28,23,25,16,14,17,21,19,15,15,11,11,9,15,8,4,5,2,4,1,2,2,1,1,,,
2020/3/31,千本北１丁目,,計,888,"1,371",,8,4,6,12,7,7,5,4,14,7,4,8,5,4,9,4,8,5,5,8,6,9,6,14,11,14,8,10,15,17,14,13,5,11,14,13,24,10,6,7,12,6,18,12,16,18,25,15,19,17,17,20,17,17,19,22,16,14,16,17,13,16,16,14,17,21,22,28,20,32,31,34,33,23,13,26,30,33,32,28,17,21,20,23,12,19,15,16,10,4,11,9,6,2,3,2,1,,2,,2,
2020/3/31,千本北２丁目,,計,"1,425","2,675",,8,15,15,11,15,16,22,23,18,23,16,26,21,22,22,20,22,26,33,27,21,34,28,25,30,26,26,28,21,20,27,17,21,28,36,25,21,24,17,25,31,36,35,33,36,30,42,41,41,39,28,26,49,34,32,29,34,24,28,36,29,30,42,28,35,28,48,47,39,42,48,48,58,35,22,37,46,49,41,32,32,26,34,34,18,22,26,20,25,8,12,11,9,4,5,7,5,3,1,2,2,
2020/3/31,千本中１丁目,,計,"1,091","1,717",,5,10,5,7,8,6,6,12,9,14,10,10,15,7,14,8,11,14,14,19,25,16,21,17,25,33,27,20,17,25,13,23,15,20,20,22,26,18,13,21,19,18,18,19,18,24,29,31,22,30,22,21,28,21,21,20,19,16,18,22,18,18,19,19,20,22,22,17,30,30,36,32,40,36,16,24,29,21,24,16,23,17,16,17,23,16,12,5,8,5,4,6,4,3,4,4,3,,,1,,
2020/3/31,千本中２丁目,,計,952,"1,719",,10,11,14,13,9,10,7,7,6,7,7,13,8,9,10,7,14,13,17,9,25,11,19,26,19,21,19,14,28,21,20,14,15,20,11,20,16,21,20,15,21,9,17,19,22,20,17,19,19,25,17,23,30,27,28,20,22,26,26,22,29,28,24,24,17,22,31,32,24,35,41,27,28,22,14,28,22,24,27,24,21,17,19,26,17,25,14,11,7,9,5,2,4,5,1,4,1,3,,,,
2020/3/31,千本南１丁目,,計,"1,417","2,428",,14,15,13,14,12,14,15,16,16,17,15,16,14,13,17,18,15,17,22,27,29,23,27,21,24,24,25,32,29,16,27,24,27,23,23,20,25,30,24,20,29,23,28,34,35,45,34,37,42,41,31,37,29,37,38,34,30,42,34,23,32,27,28,17,26,37,35,32,40,40,45,42,47,39,36,34,32,36,42,26,27,24,31,22,27,19,14,20,17,8,5,7,5,3,3,2,3,,1,,1,
2020/3/31,千本南２丁目,,計,"1,039","2,072",,7,9,16,8,10,14,14,20,23,26,29,18,21,27,21,28,19,28,17,28,21,27,29,25,19,18,27,26,25,16,26,15,22,20,20,21,21,19,33,25,29,25,39,27,24,36,38,48,45,47,33,27,30,25,28,23,23,24,28,18,21,25,21,24,16,18,20,25,33,34,31,33,29,22,20,21,35,25,15,25,15,12,18,15,11,8,9,5,4,7,2,3,5,4,2,1,1,,,2,,
2020/3/31,北津守１丁目,,計,187,298,,4,3,1,4,3,3,2,5,2,3,2,3,2,3,2,3,1,2,1,4,7,4,7,6,3,6,6,6,8,7,5,2,4,,1,5,7,4,3,3,7,2,1,7,3,2,2,4,5,6,4,8,6,3,3,4,1,1,4,6,,2,2,1,5,4,,2,3,4,3,2,2,3,2,,1,2,4,2,2,2,3,2,1,1,3,2,2,4,2,3,,1,,,,,,,,
2020/3/31,北津守２丁目,,計,242,427,,5,6,2,7,4,4,7,3,2,3,4,5,,5,6,6,2,2,4,2,3,4,3,3,3,7,5,4,5,4,8,4,9,9,2,3,6,3,5,5,3,1,4,2,4,3,6,8,5,4,5,3,4,2,,8,4,6,6,4,2,4,3,3,3,1,4,4,3,7,10,10,12,2,3,7,5,5,7,8,9,10,7,8,3,2,4,4,3,2,6,3,1,2,,2,1,,1,,,
2020/3/31,北津守３丁目,,計,292,456,,1,1,1,1,8,1,2,3,1,3,3,1,3,4,1,7,1,3,4,7,6,10,7,6,4,5,6,3,4,2,4,4,4,3,6,5,3,4,5,1,3,6,9,5,8,8,8,3,6,4,8,3,7,2,5,7,4,6,6,5,6,10,3,7,2,5,3,14,9,10,8,9,12,3,5,7,11,8,5,7,10,5,4,7,3,4,1,3,2,2,2,1,1,1,,1,1,1,,,2,
2020/3/31,北津守４丁目,,計,774,"1,349",,5,8,9,9,9,8,7,4,9,6,5,5,8,11,11,9,7,16,11,13,17,12,12,9,6,22,14,7,14,14,18,8,20,16,12,19,19,12,12,15,14,18,10,19,22,19,17,13,17,19,28,22,20,23,24,21,17,21,14,20,16,16,19,14,11,15,16,26,24,26,29,22,26,20,14,22,21,29,21,21,12,12,13,16,9,13,7,6,2,9,7,2,2,3,,1,,,1,,,
2020/3/31,津守１丁目,,計,426,707,,5,4,2,1,4,6,2,2,4,4,6,6,4,4,2,5,5,5,3,5,6,6,8,8,7,5,10,2,3,3,,4,4,3,6,7,7,4,14,4,10,6,10,11,12,6,10,13,9,15,6,8,11,9,7,7,5,13,8,11,8,12,3,5,8,9,9,13,13,14,24,17,16,11,11,11,23,9,9,11,4,15,13,8,13,5,6,6,7,7,2,1,2,1,,1,1,2,,,,
2020/3/31,津守２丁目,,計,233,316,,,1,,,1,,1,1,1,,1,,1,,2,1,,3,2,6,7,5,5,7,1,5,5,3,3,3,1,1,,,2,2,3,1,4,2,2,2,3,1,2,3,3,1,1,1,1,4,5,2,7,5,4,2,2,3,5,4,5,4,5,4,4,4,7,3,13,6,9,3,5,8,5,7,12,8,8,5,3,6,7,5,3,7,1,4,2,4,,,1,3,,1,,,,
2020/3/31,津守３丁目,,計,590,"1,077",,5,4,4,4,3,9,3,5,4,7,1,3,6,4,2,7,7,8,6,9,4,15,8,17,12,8,7,15,13,8,7,7,11,7,7,12,11,10,7,12,10,6,13,5,9,11,8,16,17,16,11,15,15,11,16,20,10,17,14,19,15,17,28,16,19,18,18,31,22,22,20,29,25,24,11,14,18,13,18,14,18,17,14,19,14,6,8,4,7,3,2,5,2,3,3,1,,1,,,,
2020/3/31,南津守１丁目,,計,615,829,,2,2,2,1,4,4,2,4,3,7,5,5,5,3,2,3,2,9,6,3,5,4,11,10,10,8,7,7,7,4,4,8,3,8,8,4,4,5,7,8,8,7,6,10,8,12,18,9,25,15,9,12,15,11,14,8,8,9,3,5,9,6,10,6,5,18,4,11,14,15,13,16,12,20,7,13,22,10,22,14,7,15,13,18,12,18,7,13,13,10,5,3,6,4,4,7,,4,1,2,2,
2020/3/31,南津守２丁目,,計,567,943,,2,2,5,4,7,6,,1,4,1,8,5,11,8,8,11,7,14,8,6,7,5,3,7,5,8,3,5,4,7,6,6,2,3,2,6,7,10,5,9,9,2,10,13,8,10,16,11,22,15,15,22,11,14,6,5,10,9,7,8,8,5,4,11,15,9,14,20,23,20,20,32,28,23,17,20,17,20,26,16,21,17,12,16,9,14,13,6,12,7,1,5,3,2,1,1,1,2,,1,,
2020/3/31,南津守３丁目,,計,712,"1,219",,5,5,10,9,12,8,6,14,6,10,12,10,14,14,6,6,8,7,8,8,11,14,13,11,10,15,25,18,17,12,14,18,11,9,18,12,12,17,16,13,13,11,15,25,12,22,16,27,19,26,30,19,26,12,13,12,11,23,18,12,12,14,14,6,10,21,9,13,15,29,15,16,16,17,14,12,14,14,13,17,13,9,10,11,14,4,9,2,3,4,4,2,7,2,1,,1,3,1,1,1,
2020/3/31,南津守４丁目,,計,851,"1,691",,8,11,9,6,10,10,14,19,19,16,28,27,26,13,25,19,26,12,25,12,19,24,33,19,10,20,11,14,15,10,18,18,13,21,28,23,25,23,28,32,19,48,32,29,30,30,34,35,38,26,31,33,23,13,19,20,16,19,23,7,17,22,11,18,20,14,25,24,18,15,26,16,24,15,14,13,18,22,14,12,9,6,3,5,10,13,3,6,3,1,4,3,,2,1,,,,,,,
2020/3/31,南津守５丁目,,計,107,154,,,,1,1,,1,,,,,,,,,,,,,1,3,,2,,2,1,1,2,5,1,1,3,1,1,1,,2,1,,,,,2,1,,,1,2,3,1,2,4,2,5,4,3,4,1,1,3,3,2,1,3,2,1,3,2,3,8,3,2,2,11,1,,2,6,4,3,2,1,3,5,1,2,1,1,1,2,,,,1,1,,1,,,,,,
2020/3/31,南津守６丁目,,計,758,"1,470",,12,10,13,8,18,12,16,20,14,20,18,22,15,16,10,17,17,6,12,14,14,13,12,17,13,25,19,13,13,19,17,11,22,22,19,26,29,16,15,16,15,21,19,26,14,23,33,36,25,9,22,25,24,25,14,29,11,26,17,15,23,10,8,17,18,11,19,16,11,17,39,27,26,25,7,11,17,10,15,12,7,4,10,8,7,1,4,7,5,1,1,,2,2,2,,,,,,,
